0.000000000000000000e+00 1.000000000000000000e+00
5.046735186489627323e-02 1.049172725057732514e+00
1.009347037297925465e-01 1.095673822976642509e+00
1.514020555946888058e-01 1.139384882753262218e+00
2.018694074595850929e-01 1.180194597973712956e+00
2.523367593244814078e-01 1.217999050245810899e+00
3.028041111893776116e-01 1.252701973818220571e+00
3.532714630542739265e-01 1.284215000712821908e+00
4.037388149191701858e-01 1.312457885746083353e+00
4.542061667840665007e-01 1.337358710866447309e+00
5.046735186489628155e-01 1.358854068287396410e+00
5.551408705138590749e-01 1.376889221949868958e+00
6.056082223787552232e-01 1.391418246902875966e+00
6.560755742436515936e-01 1.402404146247395733e+00
7.065429261085478529e-01 1.409818945345761465e+00
7.570102779734441123e-01 1.413643763056644964e+00
8.074776298383403716e-01 1.413868859814239709e+00
8.579449817032367420e-01 1.410493662429220363e+00
9.084123335681330014e-01 1.403526765548319455e+00
9.588796854330292607e-01 1.392985909768805097e+00
1.009347037297925631e+00 1.378897936463593821e+00
1.059814389162821779e+00 1.361298719432026960e+00
1.110281741027718150e+00 1.340233073550359588e+00
1.160749092892614298e+00 1.315754640654573926e+00
1.211216444757510446e+00 1.287925752946105895e+00
1.261683796622407039e+00 1.256817274268315243e+00
1.312151148487303187e+00 1.222508419657866829e+00
1.362618500352199558e+00 1.185086553630525730e+00
1.413085852217095706e+00 1.144646967715014396e+00
1.463553204081992076e+00 1.101292637801416063e+00
1.514020555946888225e+00 1.055133961922025243e+00
1.564487907811784595e+00 1.006288479132352753e+00
1.614955259676680743e+00 9.548805702081405444e-01
1.665422611541576892e+00 9.010411409205280053e-01
1.715889963406473484e+00 8.449072886958848283e-01
1.766357315271369632e+00 7.866219535091354409e-01
1.816824667136266003e+00 7.263335538995352447e-01
1.867292019001162151e+00 6.641956090357650222e-01
1.917759370866058521e+00 6.003663477927119185e-01
1.968226722730954670e+00 5.350083058353964915e-01
2.018694074595851262e+00 4.682879117360282950e-01
2.069161426460747411e+00 4.003750631781179958e-01
2.119628778325643559e+00 3.314426943267922976e-01
2.170096130190539707e+00 2.616663354669775954e-01
2.220563482055436300e+00 1.912236660307875535e-01
2.271030833920332448e+00 1.202940621522975428e-01
2.321498185785228596e+00 4.905813990180885042e-02
2.371965537650125189e+00 -2.230270463727190844e-02
2.422432889515020893e+00 -9.360675727778700050e-02
2.472900241379917485e+00 -1.646724484482157136e-01
2.523367593244814078e+00 -2.353188155437965223e-01
2.573834945109709782e+00 -3.053659637320719211e-01
2.624302296974606374e+00 -3.746355240394452224e-01
2.674769648839502523e+00 -4.429511075522575281e-01
2.725237000704399115e+00 -5.101387545758304665e-01
2.775704352569294819e+00 -5.760273776076997310e-01
2.826171704434191412e+00 -6.404491969970749210e-01
2.876639056299088004e+00 -7.032401681811268901e-01
