1.0000000000	0.0183156400	1.5019505700	1.0278832000
1.1836734700	0.0262238200	0.6637307800	1.1850970600
1.3673469400	0.0369185200	0.2301083600	1.4516057600
1.5510204100	0.0511054000	0.0426579500	1.5887494900
1.7346938800	0.0695606700	0.0002622400	1.7513183000
1.9183673500	0.0930968500	0.0391282800	1.9747644900
2.1020408200	0.1225125400	0.1196444400	2.1094302800
2.2857142900	0.1585259900	0.2177592500	2.3392919200
2.4693877600	0.2016948100	0.3193448400	2.5002509000
2.6530612200	0.2523267500	0.4165273400	2.7151375400
2.8367346900	0.3103889200	0.5053104500	2.9275672900
3.0204081600	0.3754252300	0.5840472900	3.0502327300
3.2040816300	0.4464933800	0.6524665600	3.2446434600
3.3877551000	0.5221327600	0.7110594900	3.4537588700
3.5714285700	0.6003730400	0.7607003200	3.6102562300
3.7551020400	0.6787905100	0.8024168200	3.8103956000
3.9387755100	0.7546136700	0.8372564300	3.9454732600
4.1224489800	0.8248745600	0.8662124700	4.1253535600
4.3061224500	0.8865954300	0.8901874300	4.3216070700
4.4897959200	0.9369952600	0.9099787300	4.4966426600
4.6734693900	0.9736965600	0.9262775200	4.6881845100
4.8571428600	0.9949109500	0.9396745700	4.8574039900
5.0408163300	0.9995835900	0.9506696600	5.1011002400
5.2244898000	0.9874801200	0.9596823400	5.2826800400
5.4081632700	0.9592061000	0.9670627100	5.4491494700
5.5918367300	0.9161568600	0.9731015600	5.6296754900
5.7755102000	0.8604033200	0.9780395300	5.8178796000
5.9591836700	0.7945269800	0.9820751700	5.9977882600
6.1428571400	0.7214222900	0.9853719700	6.1679149800
6.3265306100	0.6440873900	0.9880642500	6.3598835000
6.5102040800	0.5654241700	0.9902622500	6.6024374900
6.6938775500	0.4880656800	0.9920562900	6.7641413500
6.8775510200	0.4142442700	0.9935203500	6.9408977200
7.0612244900	0.3457077200	0.9947149400	7.0737787200
7.2448979600	0.2836847400	0.9956895300	7.2456946300
7.4285714300	0.2288954800	0.9964845600	7.4899048100
7.6122449000	0.1815987200	0.9971330600	7.6390039200
7.7959183700	0.1416650400	0.9976620000	7.8046787500
7.9795918400	0.1086643100	0.9980934000	8.0573282300
8.1632653100	0.0819568900	0.9984452300	8.2316937300
8.3469387800	0.0607796800	0.9987321500	8.4436652800
8.5306122400	0.0443206000	0.9989661400	8.6110004100
8.7142857100	0.0317780500	0.9991569600	8.8010270000
8.8979591800	0.0224038700	0.9993125600	8.9668769300
9.0816326500	0.0155307800	0.9994394500	9.1138494500
9.2653061200	0.0105861500	0.9995429100	9.3281521300
9.4489795900	0.0070950700	0.9996272900	9.4721730200
9.6326530600	0.0046757400	0.9996960900	9.6938476000
9.8163265300	0.0030298300	0.9997521900	9.8988103300
10.0000000000	0.0019304500	0.9997979300	10.0160470700
