0.00000000	1.50195057
1.02040816	0.66373078
2.04081633	0.23010836
3.06122449	0.04265795
4.08163265	0.00026224
5.10204082	0.03912828
6.12244898	0.11964444
7.14285714	0.21775925
8.16326531	0.31934484
9.18367347	0.41652734
10.20408163	0.50531045
11.22448980	0.58404729
12.24489796	0.65246656
13.26530612	0.71105949
14.28571429	0.76070032
15.30612245	0.80241682
16.32653061	0.83725643
17.34693878	0.86621247
18.36734694	0.89018743
19.38775510	0.90997873
20.40816327	0.92627752
21.42857143	0.93967457
22.44897959	0.95066966
23.46938776	0.95968234
24.48979592	0.96706271
25.51020408	0.97310156
26.53061224	0.97803953
27.55102041	0.98207517
28.57142857	0.98537197
29.59183673	0.98806425
30.61224490	0.99026225
31.63265306	0.99205629
32.65306122	0.99352035
33.67346939	0.99471494
34.69387755	0.99568953
35.71428571	0.99648456
36.73469388	0.99713306
37.75510204	0.99766200
38.77551020	0.99809340
39.79591837	0.99844523
40.81632653	0.99873215
41.83673469	0.99896614
42.85714286	0.99915696
43.87755102	0.99931256
44.89795918	0.99943945
45.91836735	0.99954291
46.93877551	0.99962729
47.95918367	0.99969609
48.97959184	0.99975219
50.00000000	0.99979793
